,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
258,Kyle Guy,SG,22,SAC,2,0,2.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
259,Rui Hachimura,PF,21,WAS,47,47,30.1,5.3,11.2,.471,0.5,1.7,.282,4.8,9.6,.503,.491,2.4,2.9,.828,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.1,13.4
260,Devon Hall,SG,24,OKC,8,0,3.8,0.1,1.3,.100,0.0,0.5,.000,0.1,0.8,.167,.100,0.4,0.5,.750,0.1,0.3,0.4,0.6,0.0,0.0,0.1,0.3,0.6
261,Donta Hall,PF,22,TOT,8,0,12.9,1.3,1.9,.667,0.0,0.0,,1.3,1.9,.667,.667,1.1,2.3,.500,1.4,2.3,3.6,0.4,0.3,0.5,0.5,2.3,3.6
262,Donta Hall,PF,22,DET,4,0,12.0,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,1.0,1.5,.667,1.5,2.3,3.8,0.5,0.3,0.3,0.5,2.3,1.5
263,Donta Hall,PF,22,BRK,4,0,13.8,2.3,2.8,.818,0.0,0.0,,2.3,2.8,.818,.818,1.3,3.0,.417,1.3,2.3,3.5,0.3,0.3,0.8,0.5,2.3,5.8
264,Dusty Hannahs,SG,26,MEM,2,0,6.5,2.0,4.5,.444,1.0,1.5,.667,1.0,3.0,.333,.556,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,6.0
265,Tim Hardaway Jr.,SG,27,DAL,68,55,29.4,5.4,12.5,.429,2.9,7.3,.397,2.5,5.2,.475,.545,2.0,2.5,.808,0.4,2.9,3.3,1.9,0.6,0.1,1.0,1.8,15.6
266,James Harden,SG,30,HOU,66,66,36.7,9.8,22.4,.440,4.4,12.4,.351,5.5,10.0,.551,.538,10.2,11.8,.864,1.0,5.4,6.5,7.5,1.8,0.9,4.5,3.4,34.3
267,Maurice Harkless,SF,26,TOT,62,48,23.0,2.3,4.6,.502,0.5,1.6,.347,1.7,3.0,.584,.562,0.6,1.1,.591,0.9,3.0,3.9,1.1,0.9,0.5,0.9,2.4,5.8
268,Maurice Harkless,SF,26,LAC,50,38,22.8,2.2,4.3,.516,0.5,1.5,.370,1.7,2.9,.590,.578,0.5,0.8,.571,0.9,3.1,4.0,1.0,1.0,0.6,0.9,2.4,5.5
269,Maurice Harkless,SF,26,NYK,12,10,23.8,2.5,5.5,.455,0.6,2.1,.280,1.9,3.4,.561,.508,1.3,2.0,.625,0.7,2.7,3.3,1.7,0.8,0.3,0.6,2.3,6.8
270,Jared Harper,PG,22,PHO,3,0,2.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
271,Montrezl Harrell,C,26,LAC,63,2,27.8,7.5,12.9,.580,0.0,0.3,.000,7.5,12.6,.593,.580,3.7,5.6,.658,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3,18.6
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Gary Harris,SG,25,DEN,56,55,31.8,3.9,9.3,.420,1.3,3.8,.333,2.6,5.5,.479,.487,1.3,1.6,.815,0.5,2.4,2.9,2.1,1.4,0.3,1.1,2.1,10.4
274,Joe Harris,SF,28,BRK,68,68,30.7,5.5,11.3,.483,2.5,5.9,.425,3.0,5.4,.546,.594,0.9,1.3,.719,0.9,3.4,4.3,2.1,0.6,0.3,1.5,2.3,14.4
275,Tobias Harris,PF,27,PHI,70,70,34.6,7.7,16.4,.469,1.8,5.0,.366,5.9,11.4,.514,.524,2.4,2.9,.809,1.0,5.9,6.9,3.1,0.7,0.5,1.5,2.3,19.6
276,Shaquille Harrison,SF,26,CHI,43,10,11.3,1.8,3.8,.467,0.4,1.0,.381,1.4,2.9,.496,.515,0.9,1.2,.780,0.5,1.5,2.0,1.1,0.8,0.4,0.4,1.3,4.9
277,Josh Hart,SF,24,NOP,63,14,26.8,3.4,8.1,.425,1.9,5.4,.347,1.6,2.7,.582,.541,1.2,1.7,.743,1.0,5.4,6.4,1.6,1.0,0.3,1.1,2.5,10.0
278,Isaiah Hartenstein,C,21,HOU,23,2,11.6,1.9,2.9,.657,0.0,0.2,.000,1.9,2.7,.710,.657,0.8,1.2,.679,1.3,2.7,3.9,0.8,0.4,0.5,0.7,1.8,4.7
279,Udonis Haslem,PF,39,MIA,3,0,7.0,0.3,2.0,.167,0.0,0.7,.000,0.3,1.3,.250,.167,1.0,1.3,.750,0.0,2.7,2.7,0.3,0.0,0.0,0.0,1.0,1.7
280,Jaxson Hayes,C,19,NOP,62,12,16.5,2.7,4.0,.665,0.0,0.1,.250,2.6,3.9,.672,.667,1.9,3.0,.643,1.5,2.5,4.0,0.9,0.4,0.9,0.8,2.5,7.3
281,Gordon Hayward,SF,29,BOS,51,51,33.5,6.7,13.4,.501,1.6,4.2,.380,5.1,9.2,.556,.561,2.4,2.8,.860,1.1,5.7,6.7,4.1,0.7,0.4,1.9,1.8,17.5
282,John Henson,PF,29,TOT,40,8,15.0,2.4,4.3,.556,0.2,0.9,.222,2.2,3.4,.644,.579,0.6,1.2,.500,1.2,2.9,4.1,1.4,0.6,1.1,0.9,2.0,5.5
283,John Henson,PF,29,CLE,29,2,14.2,2.1,4.1,.508,0.2,1.1,.194,1.9,3.1,.618,.533,0.6,1.1,.515,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,5.0
284,John Henson,PF,29,DET,11,6,17.1,3.1,4.6,.667,0.2,0.5,.400,2.9,4.2,.696,.686,0.5,1.2,.462,1.3,3.1,4.4,1.0,0.7,0.9,1.4,2.1,6.9
285,Dewan Hernandez,C,23,TOR,4,0,2.8,0.3,1.3,.200,0.0,0.3,.000,0.3,1.0,.250,.200,0.5,0.5,1.000,0.5,1.3,1.8,0.0,0.3,0.0,0.3,1.5,1.0
286,Juan Hernangómez,PF,24,TOT,48,14,17.4,2.1,5.1,.405,0.9,2.7,.341,1.2,2.5,.475,.494,0.9,1.5,.620,0.9,3.2,4.1,0.8,0.4,0.2,0.7,1.3,6.0
287,Juan Hernangómez,PF,24,DEN,34,0,12.4,1.1,3.2,.345,0.4,1.8,.250,0.7,1.5,.460,.414,0.5,0.7,.640,0.7,2.1,2.8,0.6,0.1,0.1,0.5,0.9,3.1
288,Juan Hernangómez,PF,24,MIN,14,14,29.4,4.4,9.8,.453,2.1,4.9,.420,2.4,4.9,.485,.558,2.0,3.3,.609,1.4,5.9,7.3,1.3,1.0,0.3,1.0,2.5,12.9
289,Willy Hernangómez,C,25,CHO,31,0,12.1,2.4,4.5,.532,0.2,0.7,.227,2.2,3.8,.590,.550,1.2,1.9,.627,1.4,2.9,4.3,0.9,0.3,0.2,1.0,1.0,6.1
290,Tyler Herro,SG,20,MIA,52,7,27.3,4.8,11.3,.422,2.1,5.3,.385,2.7,6.0,.455,.513,1.5,1.7,.856,0.3,3.8,4.1,2.2,0.6,0.1,1.6,1.3,13.1
291,Kevin Hervey,PF,23,OKC,8,0,3.6,0.3,1.9,.133,0.0,1.4,.000,0.3,0.5,.500,.133,0.0,0.0,,0.0,0.5,0.5,0.1,0.1,0.0,0.0,0.3,0.5
292,Mario Hezonja,PF,24,POR,51,4,16.4,1.8,4.1,.433,0.5,1.4,.329,1.3,2.6,.489,.490,0.9,1.1,.825,0.6,2.9,3.5,0.9,0.7,0.2,0.8,2.0,4.9
293,Buddy Hield,SG,27,SAC,70,44,31.0,6.9,16.3,.425,3.7,9.6,.388,3.2,6.7,.477,.539,1.6,1.9,.846,0.8,3.8,4.6,3.0,0.9,0.2,2.3,2.3,19.2
294,George Hill,PG,33,MIL,57,1,21.6,3.3,6.3,.524,1.3,2.9,.463,1.9,3.4,.575,.630,1.5,1.8,.842,0.8,2.2,3.0,3.0,0.8,0.1,1.0,1.4,9.4
295,Solomon Hill,SF,28,TOT,57,4,17.9,1.8,4.5,.396,1.1,2.8,.373,0.7,1.6,.436,.514,0.5,0.7,.714,0.5,2.2,2.7,1.8,0.7,0.2,0.8,1.4,5.1
296,Solomon Hill,SF,28,MEM,48,3,18.8,2.0,4.9,.412,1.2,3.1,.381,0.8,1.8,.465,.532,0.5,0.8,.684,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5,5.7
297,Solomon Hill,SF,28,MIA,9,1,13.6,0.6,2.4,.227,0.4,1.6,.286,0.1,0.9,.125,.318,0.4,0.4,1.000,0.3,0.9,1.2,0.7,1.0,0.6,0.8,1.0,2.0
298,Jaylen Hoard,SF,20,POR,13,0,7.9,1.2,2.5,.469,0.0,0.2,.000,1.2,2.2,.517,.469,0.6,1.0,.615,1.1,1.4,2.5,0.3,0.4,0.0,0.3,0.9,2.9
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Aaron Holiday,PG,23,IND,63,31,24.5,3.6,8.5,.417,1.3,3.4,.397,2.2,5.1,.430,.496,1.2,1.3,.859,0.3,2.1,2.4,3.5,0.8,0.2,1.3,1.8,9.6
301,Jrue Holiday,SG,29,NOP,61,61,34.7,7.5,16.5,.455,2.0,5.7,.353,5.5,10.8,.509,.516,2.1,3.0,.709,1.3,3.5,4.8,6.7,1.6,0.8,3.0,2.4,19.1
302,Justin Holiday,SG,30,IND,70,4,25.1,2.8,6.6,.425,1.8,4.4,.405,1.0,2.2,.467,.562,0.7,0.9,.770,0.4,2.7,3.2,1.3,1.2,0.6,0.6,1.9,8.1
303,Rondae Hollis-Jefferson,SF,25,TOR,57,5,18.4,2.6,5.4,.474,0.0,0.3,.118,2.5,5.1,.495,.477,1.7,2.4,.739,1.9,2.8,4.7,1.6,0.8,0.4,0.9,1.9,6.9
304,Richaun Holmes,C,26,SAC,44,38,28.2,5.1,7.8,.648,0.0,0.0,,5.1,7.8,.648,.648,2.1,2.7,.788,2.9,5.3,8.1,1.0,0.9,1.3,1.2,3.8,12.3
305,Rodney Hood,SF,27,POR,21,21,29.5,4.1,8.2,.506,1.7,3.4,.493,2.5,4.8,.515,.608,1.0,1.3,.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0
306,Al Horford,C,33,PHI,65,59,30.5,4.8,10.7,.448,1.5,4.2,.345,3.3,6.5,.515,.517,0.9,1.2,.769,1.6,5.3,6.9,4.0,0.8,0.9,1.2,2.1,12.0
307,Talen Horton-Tucker,SG,19,LAL,4,0,10.3,2.0,3.5,.571,0.5,1.8,.286,1.5,1.8,.857,.643,0.5,1.0,.500,0.3,0.5,0.8,0.8,1.3,0.3,1.0,1.0,5.0
308,Danuel House,SF,26,HOU,63,52,30.4,3.7,8.6,.427,2.0,5.6,.363,1.6,2.9,.549,.546,1.2,1.4,.811,0.9,3.3,4.2,1.3,1.1,0.5,0.9,2.1,10.5
309,Dwight Howard,C,34,LAL,67,2,19.1,3.0,4.1,.732,0.0,0.1,.600,2.9,4.0,.734,.737,1.5,3.0,.502,2.5,4.9,7.4,0.7,0.5,1.2,1.2,3.2,7.5
310,William Howard,SG,26,HOU,2,0,6.5,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0
311,Kevin Huerter,SG,21,ATL,56,48,31.4,4.5,10.9,.413,2.3,6.0,.380,2.2,4.9,.453,.517,0.9,1.1,.828,0.6,3.4,4.1,3.8,0.9,0.5,1.6,2.5,12.2
312,De'Andre Hunter,SF,22,ATL,63,62,32.0,4.4,10.8,.410,1.7,4.8,.355,2.7,6.0,.454,.489,1.7,2.3,.764,0.7,3.8,4.5,1.8,0.7,0.3,1.6,2.9,12.3
313,Chandler Hutchison,SF,23,CHI,28,10,18.8,2.9,6.3,.457,0.4,1.4,.316,2.4,4.9,.496,.491,1.6,2.8,.590,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8
314,Serge Ibaka,C,30,TOR,55,27,27.0,6.2,12.2,.512,1.3,3.3,.385,5.0,8.9,.559,.564,1.6,2.3,.718,2.1,6.1,8.2,1.4,0.5,0.8,2.0,2.8,15.4
315,Andre Iguodala,SG,36,MIA,19,0,20.2,2.0,4.2,.475,0.7,2.2,.333,1.3,2.0,.632,.563,0.3,0.8,.400,0.9,3.1,3.9,2.6,0.6,0.9,1.3,1.8,5.1
316,Ersan İlyasova,PF,32,MIL,61,8,15.5,2.3,4.9,.477,0.8,2.1,.380,1.5,2.8,.550,.558,1.1,1.3,.827,1.0,3.8,4.8,0.8,0.4,0.3,0.6,1.5,6.6
317,Joe Ingles,SF,32,UTA,70,43,30.2,3.5,7.7,.446,2.0,4.9,.403,1.5,2.8,.523,.575,1.1,1.3,.787,0.4,3.5,3.9,5.2,0.9,0.1,2.0,2.2,10.0
318,Brandon Ingram,PF,22,NOP,62,62,33.9,8.2,17.7,.463,2.4,6.2,.391,5.8,11.5,.501,.531,5.0,5.9,.851,0.8,5.3,6.1,4.2,1.0,0.6,3.0,2.9,23.8
319,Kyrie Irving,PG,27,BRK,20,20,32.9,10.0,20.8,.478,2.8,7.1,.394,7.2,13.7,.522,.546,4.7,5.1,.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Jonathan Isaac,SF,22,ORL,34,32,28.8,4.6,9.8,.470,0.9,2.8,.340,3.6,7.0,.521,.518,1.8,2.3,.779,1.7,5.1,6.8,1.4,1.6,2.3,1.4,2.4,11.9
322,Wesley Iwundu,SF,25,ORL,50,19,17.9,1.8,4.3,.406,0.5,1.5,.312,1.3,2.8,.457,.461,1.3,1.6,.817,0.5,2.0,2.4,1.0,0.5,0.3,0.4,1.5,5.3
323,Frank Jackson,PG,21,NOP,57,1,12.9,2.0,5.2,.385,0.8,2.3,.323,1.2,2.9,.436,.458,0.9,1.2,.750,0.4,1.0,1.4,0.9,0.3,0.1,0.8,1.3,5.6
324,Jaren Jackson Jr.,C,20,MEM,57,57,28.5,6.2,13.2,.469,2.5,6.5,.394,3.6,6.8,.540,.565,2.4,3.3,.747,1.0,3.6,4.6,1.4,0.7,1.6,1.7,4.1,17.4
325,Josh Jackson,SG,22,MEM,21,0,18.0,3.3,7.6,.440,1.1,3.4,.319,2.2,4.1,.540,.513,1.6,2.3,.688,0.5,2.6,3.1,1.6,0.9,0.4,1.3,1.9,9.3
326,Justin Jackson,PF,24,DAL,62,2,15.9,2.1,5.2,.398,0.8,2.5,.297,1.3,2.7,.494,.471,0.6,0.7,.826,0.4,2.0,2.4,0.8,0.2,0.2,0.2,1.0,5.5
327,Reggie Jackson,PG,29,TOT,29,14,24.1,4.4,10.7,.413,1.9,4.7,.400,2.6,6.0,.423,.500,1.5,1.8,.827,0.6,2.4,3.0,4.1,0.4,0.2,1.7,1.8,12.2
328,Reggie Jackson,PG,29,DET,14,10,27.2,5.4,14.1,.384,2.2,5.9,.378,3.2,8.3,.388,.462,1.9,2.4,.788,0.8,2.1,2.9,5.1,0.6,0.1,1.6,1.5,14.9
329,Reggie Jackson,PG,29,LAC,15,4,21.1,3.5,7.5,.464,1.5,3.5,.434,1.9,3.9,.492,.567,1.1,1.3,.895,0.4,2.7,3.1,3.1,0.3,0.3,1.7,2.1,9.6
330,Justin James,SG,23,SAC,35,0,6.4,0.9,2.3,.413,0.3,0.8,.321,0.7,1.5,.462,.469,0.3,0.6,.476,0.2,0.7,0.9,0.5,0.2,0.3,0.2,0.5,2.4
331,LeBron James,PG,35,LAL,65,65,34.8,9.7,19.5,.495,2.2,6.3,.345,7.5,13.2,.566,.550,3.9,5.7,.693,1.0,7.0,8.0,10.3,1.2,0.5,3.9,1.8,25.4
332,Amile Jefferson,PF,26,ORL,18,0,4.1,0.3,0.8,.357,0.0,0.0,,0.3,0.8,.357,.357,0.3,0.8,.357,0.6,0.7,1.3,0.2,0.1,0.2,0.2,0.4,0.8
333,DaQuan Jeffries,SG,22,SAC,11,0,9.3,1.5,2.5,.571,0.4,1.3,.286,1.1,1.3,.857,.643,0.4,0.4,1.000,0.2,1.0,1.2,0.6,0.3,0.1,0.1,1.1,3.6
334,Ty Jerome,PG,22,PHO,29,0,10.9,1.3,3.7,.346,0.4,1.7,.271,0.8,2.0,.407,.407,0.4,0.5,.786,0.2,1.2,1.4,1.5,0.5,0.1,0.6,1.0,3.4
335,Alize Johnson,SF,23,IND,14,0,4.0,0.5,1.1,.467,0.0,0.0,,0.5,1.1,.467,.467,0.3,0.4,.667,0.5,0.9,1.4,0.1,0.0,0.0,0.2,0.5,1.3
336,B.J. Johnson,SF,24,ORL,8,0,5.8,0.6,2.3,.278,0.1,0.8,.167,0.5,1.5,.333,.306,0.3,0.3,1.000,0.1,0.6,0.8,0.3,0.3,0.0,0.4,0.0,1.6
337,Cameron Johnson,PF,23,PHO,54,6,21.5,3.0,6.9,.429,1.9,4.7,.395,1.1,2.2,.504,.564,0.8,1.0,.800,0.9,2.4,3.3,1.2,0.6,0.3,0.6,1.6,8.6
338,James Johnson,PF,32,TOT,32,1,19.3,3.2,6.7,.479,1.0,2.8,.363,2.2,3.9,.565,.556,1.0,1.5,.646,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5,8.4
339,James Johnson,PF,32,MIA,18,0,15.6,2.2,4.8,.448,0.9,2.5,.356,1.3,2.3,.548,.540,0.4,0.8,.571,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7
340,James Johnson,PF,32,MIN,14,1,24.1,4.6,9.1,.500,1.2,3.3,.370,3.4,5.9,.573,.566,1.6,2.4,.676,1.2,3.5,4.7,3.8,1.4,1.4,2.4,3.3,12.0
341,Keldon Johnson,SF,20,SAS,15,0,16.3,2.5,4.3,.569,0.6,1.1,.563,1.9,3.3,.571,.638,1.5,2.1,.742,0.6,2.3,2.9,0.8,0.9,0.1,0.5,1.5,7.1
342,Stanley Johnson,PF,23,TOR,22,0,4.6,0.5,1.6,.314,0.1,0.7,.200,0.4,0.9,.400,.357,0.3,0.4,.778,0.2,1.0,1.1,0.5,0.2,0.1,0.4,0.5,1.5
343,Tyler Johnson,SG,27,TOT,37,6,17.9,2.3,6.1,.374,0.9,3.0,.304,1.4,3.1,.443,.449,1.1,1.3,.833,0.5,1.5,2.0,1.8,0.4,0.2,0.8,1.5,6.6
344,Tyler Johnson,SG,27,PHO,31,3,16.6,2.1,5.5,.380,0.8,2.7,.289,1.3,2.8,.466,.450,0.8,1.0,.750,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7
345,Tyler Johnson,SG,27,BRK,6,3,24.7,3.3,9.3,.357,1.7,4.8,.345,1.7,4.5,.370,.446,2.7,2.7,1.000,1.2,2.3,3.5,2.8,0.5,0.2,0.8,2.0,11.0
346,Nikola Jokić,C,24,DEN,70,70,32.5,7.9,15.0,.526,1.1,3.6,.309,6.8,11.5,.593,.562,3.5,4.2,.820,2.4,7.7,10.0,7.0,1.2,0.6,3.2,3.1,20.4
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Damian Jones,C,24,ATL,55,27,16.1,2.2,3.2,.680,0.0,0.2,.222,2.2,3.1,.704,.685,1.1,1.5,.738,1.3,2.4,3.7,0.6,0.5,0.7,0.5,2.7,5.6
349,Derrick Jones Jr.,SF,22,MIA,56,16,23.6,3.1,6.0,.515,0.7,2.4,.280,2.4,3.6,.668,.570,1.7,2.2,.777,1.1,2.9,4.0,1.1,1.0,0.7,0.5,2.3,8.5
350,Tyus Jones,PG,23,MEM,65,6,19.0,3.0,6.6,.459,0.7,1.9,.379,2.3,4.7,.492,.514,0.7,0.9,.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4
351,DeAndre Jordan,C,31,BRK,56,6,22.0,3.4,5.1,.666,0.0,0.0,,3.4,5.1,.666,.666,1.5,2.2,.680,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3
352,Cory Joseph,PG,28,SAC,70,24,24.3,2.4,5.7,.416,0.8,2.2,.351,1.6,3.5,.455,.482,0.8,0.9,.844,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.9,6.2
353,Mfiondu Kabengele,C,22,LAC,12,0,5.3,1.2,2.7,.438,0.8,1.7,.450,0.4,1.0,.417,.578,0.4,0.4,1.000,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5
354,Frank Kaminsky,C,26,PHO,37,13,20.6,3.6,8.1,.443,1.1,3.3,.331,2.5,4.8,.520,.510,1.6,2.4,.678,0.9,3.8,4.7,2.0,0.4,0.3,1.0,2.0,9.9
355,Enes Kanter,C,27,BOS,56,6,17.0,3.4,5.9,.571,0.0,0.1,.143,3.4,5.8,.580,.572,1.2,1.8,.704,2.8,4.7,7.5,0.9,0.4,0.7,1.0,1.7,8.0
356,Luke Kennard,SG,23,DET,28,25,32.9,5.4,12.2,.442,2.6,6.5,.399,2.8,5.7,.491,.548,2.4,2.7,.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
357,Stanton Kidd,SF,27,UTA,4,0,3.8,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0
358,Michael Kidd-Gilchrist,PF-SF,26,TOT,22,0,10.7,0.9,2.7,.317,0.2,0.9,.250,0.6,1.8,.350,.358,0.4,0.5,.818,0.6,2.0,2.6,0.6,0.1,0.2,0.6,1.5,2.4
359,Michael Kidd-Gilchrist,PF,26,CHO,12,0,13.3,1.5,4.4,.340,0.4,1.4,.294,1.1,3.0,.361,.387,0.6,0.8,.778,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0
360,Michael Kidd-Gilchrist,SF,26,DAL,10,0,7.5,0.1,0.7,.143,0.0,0.3,.000,0.1,0.4,.250,.143,0.2,0.2,1.000,0.4,1.8,2.2,0.3,0.2,0.2,0.7,1.4,0.4
361,Louis King,SF,20,DET,10,0,6.2,0.8,2.1,.381,0.4,1.1,.364,0.4,1.0,.400,.476,0.0,0.3,.000,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0
362,Maxi Kleber,C,28,DAL,71,21,25.8,3.2,7.0,.460,1.6,4.3,.373,1.6,2.6,.601,.575,1.1,1.3,.857,1.5,3.8,5.4,1.2,0.3,1.1,0.8,2.4,9.1
363,Brandon Knight,PG,28,TOT,25,3,18.5,2.4,6.7,.353,1.8,5.2,.344,0.6,1.4,.389,.488,0.8,1.4,.588,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3
364,Brandon Knight,PG,28,CLE,16,0,15.1,1.8,5.4,.326,1.2,4.0,.297,0.6,1.4,.409,.436,0.3,0.8,.308,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9
365,Brandon Knight,PG,28,DET,9,3,24.6,3.4,9.0,.383,2.9,7.4,.388,0.6,1.6,.357,.543,1.8,2.3,.762,0.1,2.2,2.3,4.2,0.6,0.1,2.4,2.2,11.6
366,Kevin Knox,SF,20,NYK,65,4,17.9,2.2,6.2,.359,1.0,3.1,.327,1.2,3.1,.391,.440,1.0,1.6,.653,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6,6.4
367,John Konchar,SG,23,MEM,17,0,10.4,1.4,2.1,.657,0.2,0.5,.444,1.1,1.5,.731,.714,0.1,0.1,.500,1.1,1.7,2.8,1.3,0.4,0.2,0.4,0.4,3.0
368,Furkan Korkmaz,SG,22,PHI,69,12,21.5,3.3,7.8,.430,1.9,4.9,.397,1.4,2.9,.485,.554,1.0,1.3,.733,0.2,2.0,2.3,1.1,0.6,0.2,0.8,1.4,9.6
369,Luke Kornet,C,24,CHI,36,14,15.5,2.3,5.2,.439,0.9,3.0,.287,1.4,2.2,.646,.521,0.6,0.8,.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0
370,Kyle Korver,SF,38,MIL,55,0,16.2,2.2,5.1,.428,1.7,4.1,.411,0.5,1.0,.500,.594,0.5,0.7,.833,0.3,1.7,2.0,1.2,0.5,0.2,0.8,1.3,6.5
371,Rodions Kurucs,PF,21,BRK,45,7,14.1,1.7,3.7,.446,0.7,1.9,.372,1.0,1.8,.524,.542,0.5,0.8,.639,0.5,2.2,2.7,1.1,0.5,0.1,1.0,1.9,4.6
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Kyle Kuzma,PF,24,LAL,60,8,24.9,4.7,10.9,.429,1.4,4.5,.311,3.3,6.4,.512,.493,1.9,2.6,.735,0.9,3.6,4.5,1.3,0.4,0.4,1.5,2.1,12.6
374,Skal Labissière,C,23,POR,33,1,17.2,2.5,4.5,.551,0.1,0.4,.231,2.4,4.1,.582,.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8
375,Jeremy Lamb,SG,27,IND,46,42,28.1,4.7,10.4,.451,1.2,3.4,.335,3.5,7.0,.508,.506,2.0,2.4,.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5
376,Romeo Langford,SG,20,BOS,30,1,11.2,0.8,2.4,.352,0.2,0.9,.192,0.7,1.5,.444,.387,0.6,0.8,.720,0.5,0.7,1.2,0.3,0.3,0.3,0.3,1.0,2.4
377,Zach LaVine,SG,24,CHI,60,60,34.8,9.0,20.0,.450,3.1,8.1,.380,5.9,11.9,.497,.526,4.5,5.6,.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5
378,Vic Law,SF,24,ORL,6,0,2.7,0.0,0.7,.000,0.0,0.2,.000,0.0,0.5,.000,.000,0.2,0.7,.250,0.2,0.3,0.5,0.2,0.2,0.0,0.0,0.0,0.2
379,Jake Layman,PF,25,MIN,23,2,22.0,3.5,7.8,.453,1.0,3.1,.333,2.5,4.7,.533,.520,1.0,1.4,.750,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1
380,T.J. Leaf,PF,22,IND,27,1,7.6,1.2,2.9,.429,0.2,0.6,.313,1.0,2.3,.459,.461,0.3,0.6,.467,0.9,1.7,2.5,0.3,0.3,0.1,0.3,0.7,2.9
381,Jalen Lecque,PG,19,PHO,4,0,6.5,1.0,2.5,.400,0.0,1.0,.000,1.0,1.5,.667,.400,0.5,0.5,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.5,2.5
382,Courtney Lee,SG,34,DAL,24,9,14.4,1.7,3.4,.488,0.9,2.0,.447,0.8,1.5,.543,.616,0.3,0.3,.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5
383,Damion Lee,SG,27,GSW,49,36,29.0,4.3,10.4,.417,1.7,4.9,.356,2.6,5.6,.471,.500,2.2,2.6,.873,0.7,4.2,4.9,2.7,1.0,0.1,1.4,2.4,12.7
384,Alex Len,C,26,TOT,53,10,17.8,3.3,5.9,.554,0.3,1.1,.250,3.0,4.9,.620,.576,1.3,1.9,.650,1.9,4.0,5.9,0.9,0.4,0.9,1.0,2.3,8.1
385,Alex Len,C,26,ATL,40,9,18.6,3.6,6.5,.546,0.4,1.4,.250,3.2,5.1,.627,.573,1.3,2.0,.630,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7
386,Alex Len,C,26,SAC,13,1,15.2,2.5,4.2,.593,0.0,0.0,,2.5,4.2,.593,.593,1.2,1.7,.727,2.4,4.1,6.5,0.5,0.2,1.1,1.2,2.2,6.2
